location,iso_code,date,people_fully_vaccinated_per_hundred
Saint Lucia,LCA,2021/5/28,
Saint Lucia,LCA,2021/5/29,10.07
Saint Lucia,LCA,2021/5/30,10.12
Saint Lucia,LCA,2021/5/31,
Saint Lucia,LCA,2021/6/1,10.23
Saint Lucia,LCA,2021/6/2,10.34
Saint Lucia,LCA,2021/6/3,10.43
Saint Lucia,LCA,2021/6/4,
Saint Lucia,LCA,2021/6/5,
Saint Lucia,LCA,2021/6/6,
Saint Lucia,LCA,2021/6/7,10.59
Saint Lucia,LCA,2021/6/8,10.71
Saint Lucia,LCA,2021/6/9,10.87
Saint Lucia,LCA,2021/6/10,10.97
Saint Lucia,LCA,2021/6/11,11.05
Saint Lucia,LCA,2021/6/12,11.15
Saint Lucia,LCA,2021/6/13,
Saint Lucia,LCA,2021/6/14,11.17
Saint Lucia,LCA,2021/6/15,
Saint Lucia,LCA,2021/6/16,11.34
Saint Lucia,LCA,2021/6/17,11.39
Saint Lucia,LCA,2021/6/18,11.41
Saint Lucia,LCA,2021/6/19,11.45
Saint Lucia,LCA,2021/6/20,
Saint Lucia,LCA,2021/6/21,
Saint Lucia,LCA,2021/6/22,11.5
Saint Lucia,LCA,2021/6/23,11.55
Saint Lucia,LCA,2021/6/24,
Saint Lucia,LCA,2021/6/25,11.7
Saint Lucia,LCA,2021/6/26,
Saint Lucia,LCA,2021/6/27,11.79
Saint Lucia,LCA,2021/6/28,
Saint Lucia,LCA,2021/6/29,11.85
Saint Lucia,LCA,2021/6/30,11.91
Saint Lucia,LCA,2021/7/1,11.94
Saint Lucia,LCA,2021/7/2,
Saint Lucia,LCA,2021/7/3,
Saint Lucia,LCA,2021/7/4,
Saint Lucia,LCA,2021/7/5,11.99
Saint Lucia,LCA,2021/7/6,12.01
Saint Lucia,LCA,2021/7/7,12.06
Saint Lucia,LCA,2021/7/8,12.14
Saint Lucia,LCA,2021/7/9,12.19
Saint Lucia,LCA,2021/7/10,
Saint Lucia,LCA,2021/7/11,
Saint Lucia,LCA,2021/7/12,12.24
Saint Lucia,LCA,2021/7/13,12.28
Saint Lucia,LCA,2021/7/14,12.34
Saint Lucia,LCA,2021/7/15,12.42
Saint Lucia,LCA,2021/7/16,12.53
Saint Lucia,LCA,2021/7/17,
Saint Lucia,LCA,2021/7/18,12.59
Saint Lucia,LCA,2021/7/19,
Saint Lucia,LCA,2021/7/20,12.65
Saint Lucia,LCA,2021/7/21,12.92
Saint Lucia,LCA,2021/7/22,
Saint Lucia,LCA,2021/7/23,
Saint Lucia,LCA,2021/7/24,12.98
Saint Lucia,LCA,2021/7/25,
Saint Lucia,LCA,2021/7/26,
Saint Lucia,LCA,2021/7/27,13.02
Saint Lucia,LCA,2021/7/28,13.11
Saint Lucia,LCA,2021/7/29,13.24
Saint Lucia,LCA,2021/7/30,13.34
Saint Lucia,LCA,2021/7/31,13.44
Saint Lucia,LCA,2021/8/1,
Saint Lucia,LCA,2021/8/2,
Saint Lucia,LCA,2021/8/3,
Saint Lucia,LCA,2021/8/4,
Saint Lucia,LCA,2021/8/5,13.59
Saint Lucia,LCA,2021/8/6,13.71
Saint Lucia,LCA,2021/8/7,13.84
Saint Lucia,LCA,2021/8/8,
Saint Lucia,LCA,2021/8/9,13.85
Saint Lucia,LCA,2021/8/10,13.92
Saint Lucia,LCA,2021/8/11,14.06
Saint Lucia,LCA,2021/8/12,14.13
Saint Lucia,LCA,2021/8/13,14.13
Saint Lucia,LCA,2021/8/14,
Saint Lucia,LCA,2021/8/15,
Saint Lucia,LCA,2021/8/16,
Saint Lucia,LCA,2021/8/17,14.28
Saint Lucia,LCA,2021/8/18,
Saint Lucia,LCA,2021/8/19,14.54
Saint Lucia,LCA,2021/8/20,14.7
Saint Lucia,LCA,2021/8/21,14.76
Saint Lucia,LCA,2021/8/22,14.77
Saint Lucia,LCA,2021/8/23,
Saint Lucia,LCA,2021/8/24,14.79
Saint Lucia,LCA,2021/8/25,
Saint Lucia,LCA,2021/8/26,14.94
Saint Lucia,LCA,2021/8/27,15.01
Saint Lucia,LCA,2021/8/28,15.05
Saint Lucia,LCA,2021/8/29,
Saint Lucia,LCA,2021/8/30,15.06
Saint Lucia,LCA,2021/8/31,
Saint Lucia,LCA,2021/9/1,
Saint Lucia,LCA,2021/9/2,
Saint Lucia,LCA,2021/9/3,
Saint Lucia,LCA,2021/9/4,
Saint Lucia,LCA,2021/9/5,
Saint Lucia,LCA,2021/9/6,
Saint Lucia,LCA,2021/9/7,
Saint Lucia,LCA,2021/9/8,
Saint Lucia,LCA,2021/9/9,
Saint Lucia,LCA,2021/9/10,
Saint Lucia,LCA,2021/9/11,
Saint Lucia,LCA,2021/9/12,
Saint Lucia,LCA,2021/9/13,
Saint Lucia,LCA,2021/9/14,
Saint Lucia,LCA,2021/9/15,15.61
Saint Lucia,LCA,2021/9/16,15.68
Saint Lucia,LCA,2021/9/17,
Saint Lucia,LCA,2021/9/18,15.78
Saint Lucia,LCA,2021/9/19,15.81
Saint Lucia,LCA,2021/9/20,
Saint Lucia,LCA,2021/9/21,15.92
Saint Lucia,LCA,2021/9/22,16.16
Saint Lucia,LCA,2021/9/23,16.38
Saint Lucia,LCA,2021/9/24,16.53
Saint Lucia,LCA,2021/9/25,16.79
Saint Lucia,LCA,2021/9/26,
Saint Lucia,LCA,2021/9/27,16.9
Saint Lucia,LCA,2021/9/28,
Saint Lucia,LCA,2021/9/29,16.9
Saint Lucia,LCA,2021/9/30,17.65
Saint Lucia,LCA,2021/10/1,
Saint Lucia,LCA,2021/10/2,18.14
Saint Lucia,LCA,2021/10/3,18.22
Saint Lucia,LCA,2021/10/4,
Saint Lucia,LCA,2021/10/5,
Saint Lucia,LCA,2021/10/6,18.55
Saint Lucia,LCA,2021/10/7,18.88
Saint Lucia,LCA,2021/10/8,19.04
Saint Lucia,LCA,2021/10/9,19.38
Saint Lucia,LCA,2021/10/10,
Saint Lucia,LCA,2021/10/11,
Saint Lucia,LCA,2021/10/12,19.66
Saint Lucia,LCA,2021/10/13,19.84
Saint Lucia,LCA,2021/10/14,
Saint Lucia,LCA,2021/10/15,20.4
Saint Lucia,LCA,2021/10/16,
Saint Lucia,LCA,2021/10/17,
Saint Lucia,LCA,2021/10/18,20.49
Saint Lucia,LCA,2021/10/19,20.62
Saint Lucia,LCA,2021/10/20,
Saint Lucia,LCA,2021/10/21,
Saint Lucia,LCA,2021/10/22,
Saint Lucia,LCA,2021/10/23,
Saint Lucia,LCA,2021/10/24,
Saint Lucia,LCA,2021/10/25,
Saint Lucia,LCA,2021/10/26,
Saint Lucia,LCA,2021/10/27,
Saint Lucia,LCA,2021/10/28,
Saint Lucia,LCA,2021/10/29,
Saint Lucia,LCA,2021/10/30,
Saint Lucia,LCA,2021/10/31,
Saint Lucia,LCA,2021/11/1,
Saint Lucia,LCA,2021/11/2,
Saint Lucia,LCA,2021/11/3,23.03
Saint Lucia,LCA,2021/11/4,
Saint Lucia,LCA,2021/11/5,23.11
Saint Lucia,LCA,2021/11/6,
Saint Lucia,LCA,2021/11/7,
Saint Lucia,LCA,2021/11/8,
Saint Lucia,LCA,2021/11/9,23.48
Saint Lucia,LCA,2021/11/10,23.5
Saint Lucia,LCA,2021/11/11,23.52
Saint Lucia,LCA,2021/11/12,23.65
Saint Lucia,LCA,2021/11/13,
Saint Lucia,LCA,2021/11/14,23.89
Saint Lucia,LCA,2021/11/15,
Saint Lucia,LCA,2021/11/16,23.99
Saint Lucia,LCA,2021/11/17,
Saint Lucia,LCA,2021/11/18,24.29
Saint Lucia,LCA,2021/11/19,
Saint Lucia,LCA,2021/11/20,24.54
Saint Lucia,LCA,2021/11/21,24.63
Saint Lucia,LCA,2021/11/22,
Saint Lucia,LCA,2021/11/23,24.69
Saint Lucia,LCA,2021/11/24,
Saint Lucia,LCA,2021/11/25,
Saint Lucia,LCA,2021/11/26,24.94
Saint Lucia,LCA,2021/11/27,
Saint Lucia,LCA,2021/11/28,25.12
Saint Lucia,LCA,2021/11/29,
Saint Lucia,LCA,2021/11/30,25.17
Saint Lucia,LCA,2021/12/1,25.27
Saint Lucia,LCA,2021/12/2,25.38
Saint Lucia,LCA,2021/12/3,25.42
Saint Lucia,LCA,2021/12/4,
Saint Lucia,LCA,2021/12/5,25.63
Saint Lucia,LCA,2021/12/6,
Saint Lucia,LCA,2021/12/7,25.67
Saint Lucia,LCA,2021/12/8,25.73
Saint Lucia,LCA,2021/12/9,
Saint Lucia,LCA,2021/12/10,25.83
Saint Lucia,LCA,2021/12/11,
Saint Lucia,LCA,2021/12/12,
Saint Lucia,LCA,2021/12/13,
Saint Lucia,LCA,2021/12/14,
Saint Lucia,LCA,2021/12/15,26.07
Saint Lucia,LCA,2021/12/16,26.15
Saint Lucia,LCA,2021/12/17,
Saint Lucia,LCA,2021/12/18,
Saint Lucia,LCA,2021/12/19,26.28
Saint Lucia,LCA,2021/12/20,26.34
Saint Lucia,LCA,2021/12/21,26.38
Saint Lucia,LCA,2021/12/22,
Saint Lucia,LCA,2021/12/23,26.52
Saint Lucia,LCA,2021/12/24,26.54
Saint Lucia,LCA,2021/12/25,
Saint Lucia,LCA,2021/12/26,
Saint Lucia,LCA,2021/12/27,
Saint Lucia,LCA,2021/12/28,26.64
Saint Lucia,LCA,2021/12/29,
Saint Lucia,LCA,2021/12/30,26.7
Saint Lucia,LCA,2021/12/31,26.74
Saint Lucia,LCA,2022/1/1,
Saint Lucia,LCA,2022/1/2,26.81
Saint Lucia,LCA,2022/1/3,
Saint Lucia,LCA,2022/1/4,
Saint Lucia,LCA,2022/1/5,26.88
Saint Lucia,LCA,2022/1/6,
Saint Lucia,LCA,2022/1/7,26.97
Saint Lucia,LCA,2022/1/8,
Saint Lucia,LCA,2022/1/9,27.05
Saint Lucia,LCA,2022/1/10,
Saint Lucia,LCA,2022/1/11,27.13
Saint Lucia,LCA,2022/1/12,
Saint Lucia,LCA,2022/1/13,27.23
Saint Lucia,LCA,2022/1/14,27.25
Saint Lucia,LCA,2022/1/15,
Saint Lucia,LCA,2022/1/16,27.34
Saint Lucia,LCA,2022/1/17,
Saint Lucia,LCA,2022/1/18,
Saint Lucia,LCA,2022/1/19,27.43
Saint Lucia,LCA,2022/1/20,27.48
Saint Lucia,LCA,2022/1/21,27.49
Saint Lucia,LCA,2022/1/22,27.52
Saint Lucia,LCA,2022/1/23,27.53
Saint Lucia,LCA,2022/1/24,
Saint Lucia,LCA,2022/1/25,
Saint Lucia,LCA,2022/1/26,
Saint Lucia,LCA,2022/1/27,
Saint Lucia,LCA,2022/1/28,27.63
Saint Lucia,LCA,2022/1/29,
Saint Lucia,LCA,2022/1/30,
Saint Lucia,LCA,2022/1/31,27.7
Saint Lucia,LCA,2022/2/1,
Saint Lucia,LCA,2022/2/2,
Saint Lucia,LCA,2022/2/3,
Saint Lucia,LCA,2022/2/4,27.79
Saint Lucia,LCA,2022/2/5,
Saint Lucia,LCA,2022/2/6,
Saint Lucia,LCA,2022/2/7,27.84
Saint Lucia,LCA,2022/2/8,27.87
Saint Lucia,LCA,2022/2/9,27.9
Saint Lucia,LCA,2022/2/10,
Saint Lucia,LCA,2022/2/11,27.94
Saint Lucia,LCA,2022/2/12,27.98
Saint Lucia,LCA,2022/2/13,27.99
Saint Lucia,LCA,2022/2/14,
Saint Lucia,LCA,2022/2/15,
Saint Lucia,LCA,2022/2/16,28.06
Saint Lucia,LCA,2022/2/17,28.08
Saint Lucia,LCA,2022/2/18,
Saint Lucia,LCA,2022/2/19,
Saint Lucia,LCA,2022/2/20,
Saint Lucia,LCA,2022/2/21,28.14
Saint Lucia,LCA,2022/2/22,
Saint Lucia,LCA,2022/2/23,28.15
Saint Lucia,LCA,2022/2/24,
Saint Lucia,LCA,2022/2/25,28.15
Saint Lucia,LCA,2022/2/26,
Saint Lucia,LCA,2022/2/27,
Saint Lucia,LCA,2022/2/28,
Saint Lucia,LCA,2022/3/1,
Saint Lucia,LCA,2022/3/2,28.15
Saint Lucia,LCA,2022/3/3,
Saint Lucia,LCA,2022/3/4,
Saint Lucia,LCA,2022/3/5,
Saint Lucia,LCA,2022/3/6,
Saint Lucia,LCA,2022/3/7,
Saint Lucia,LCA,2022/3/8,
Saint Lucia,LCA,2022/3/9,28.27
Saint Lucia,LCA,2022/3/10,
Saint Lucia,LCA,2022/3/11,28.35
Saint Lucia,LCA,2022/3/12,
Saint Lucia,LCA,2022/3/13,
Saint Lucia,LCA,2022/3/14,
Saint Lucia,LCA,2022/3/15,
Saint Lucia,LCA,2022/3/16,28.44
Saint Lucia,LCA,2022/3/17,
Saint Lucia,LCA,2022/3/18,28.44
Saint Lucia,LCA,2022/3/19,
Saint Lucia,LCA,2022/3/20,
Saint Lucia,LCA,2022/3/21,
Saint Lucia,LCA,2022/3/22,
Saint Lucia,LCA,2022/3/23,28.55
Saint Lucia,LCA,2022/3/24,
Saint Lucia,LCA,2022/3/25,28.59
Saint Lucia,LCA,2022/3/26,
Saint Lucia,LCA,2022/3/27,
Saint Lucia,LCA,2022/3/28,
Saint Lucia,LCA,2022/3/29,
Saint Lucia,LCA,2022/3/30,28.62
Saint Lucia,LCA,2022/3/31,
Saint Lucia,LCA,2022/4/1,28.63
Saint Lucia,LCA,2022/4/2,
Saint Lucia,LCA,2022/4/3,
Saint Lucia,LCA,2022/4/4,
Saint Lucia,LCA,2022/4/5,
Saint Lucia,LCA,2022/4/6,
Saint Lucia,LCA,2022/4/7,
Saint Lucia,LCA,2022/4/8,28.67
Saint Vincent and the Grenadines,VCT,2021/3/17,
Saint Vincent and the Grenadines,VCT,2021/3/18,
Saint Vincent and the Grenadines,VCT,2021/3/19,
Saint Vincent and the Grenadines,VCT,2021/3/20,
Saint Vincent and the Grenadines,VCT,2021/3/21,
Saint Vincent and the Grenadines,VCT,2021/3/22,
Saint Vincent and the Grenadines,VCT,2021/3/23,
Saint Vincent and the Grenadines,VCT,2021/3/24,
Saint Vincent and the Grenadines,VCT,2021/3/25,
Saint Vincent and the Grenadines,VCT,2021/3/26,
Saint Vincent and the Grenadines,VCT,2021/3/27,
Saint Vincent and the Grenadines,VCT,2021/3/28,
Saint Vincent and the Grenadines,VCT,2021/3/29,
Saint Vincent and the Grenadines,VCT,2021/3/30,
Saint Vincent and the Grenadines,VCT,2021/3/31,
Saint Vincent and the Grenadines,VCT,2021/4/1,
Saint Vincent and the Grenadines,VCT,2021/4/2,
Saint Vincent and the Grenadines,VCT,2021/4/3,
Saint Vincent and the Grenadines,VCT,2021/4/4,
Saint Vincent and the Grenadines,VCT,2021/4/5,
Saint Vincent and the Grenadines,VCT,2021/4/6,
Saint Vincent and the Grenadines,VCT,2021/4/7,
Saint Vincent and the Grenadines,VCT,2021/4/8,
Saint Vincent and the Grenadines,VCT,2021/4/9,
Saint Vincent and the Grenadines,VCT,2021/4/10,
Saint Vincent and the Grenadines,VCT,2021/4/11,
Saint Vincent and the Grenadines,VCT,2021/4/12,
Saint Vincent and the Grenadines,VCT,2021/4/13,
Saint Vincent and the Grenadines,VCT,2021/4/14,
Saint Vincent and the Grenadines,VCT,2021/4/15,
Saint Vincent and the Grenadines,VCT,2021/4/16,
Saint Vincent and the Grenadines,VCT,2021/4/17,
Saint Vincent and the Grenadines,VCT,2021/4/18,
Saint Vincent and the Grenadines,VCT,2021/4/19,
Saint Vincent and the Grenadines,VCT,2021/4/20,
Saint Vincent and the Grenadines,VCT,2021/4/21,
Saint Vincent and the Grenadines,VCT,2021/4/22,
Saint Vincent and the Grenadines,VCT,2021/4/23,
Saint Vincent and the Grenadines,VCT,2021/4/24,
Saint Vincent and the Grenadines,VCT,2021/4/25,
Saint Vincent and the Grenadines,VCT,2021/4/26,
Saint Vincent and the Grenadines,VCT,2021/4/27,
Saint Vincent and the Grenadines,VCT,2021/4/28,
Saint Vincent and the Grenadines,VCT,2021/4/29,
Saint Vincent and the Grenadines,VCT,2021/4/30,
Saint Vincent and the Grenadines,VCT,2021/5/1,
Saint Vincent and the Grenadines,VCT,2021/5/2,
Saint Vincent and the Grenadines,VCT,2021/5/3,
Saint Vincent and the Grenadines,VCT,2021/5/4,
Saint Vincent and the Grenadines,VCT,2021/5/5,
Saint Vincent and the Grenadines,VCT,2021/5/6,
Saint Vincent and the Grenadines,VCT,2021/5/7,
Saint Vincent and the Grenadines,VCT,2021/5/8,
Saint Vincent and the Grenadines,VCT,2021/5/9,
Saint Vincent and the Grenadines,VCT,2021/5/10,
Saint Vincent and the Grenadines,VCT,2021/5/11,
Saint Vincent and the Grenadines,VCT,2021/5/12,
Saint Vincent and the Grenadines,VCT,2021/5/13,
Saint Vincent and the Grenadines,VCT,2021/5/14,
Saint Vincent and the Grenadines,VCT,2021/5/15,
Saint Vincent and the Grenadines,VCT,2021/5/16,
Saint Vincent and the Grenadines,VCT,2021/5/17,
Saint Vincent and the Grenadines,VCT,2021/5/18,
Saint Vincent and the Grenadines,VCT,2021/5/19,
Saint Vincent and the Grenadines,VCT,2021/5/20,
Saint Vincent and the Grenadines,VCT,2021/5/21,
Saint Vincent and the Grenadines,VCT,2021/5/22,
Saint Vincent and the Grenadines,VCT,2021/5/23,
Saint Vincent and the Grenadines,VCT,2021/5/24,
Saint Vincent and the Grenadines,VCT,2021/5/25,
Saint Vincent and the Grenadines,VCT,2021/5/26,
Saint Vincent and the Grenadines,VCT,2021/5/27,
Saint Vincent and the Grenadines,VCT,2021/5/28,
Saint Vincent and the Grenadines,VCT,2021/5/29,
Saint Vincent and the Grenadines,VCT,2021/5/30,
Saint Vincent and the Grenadines,VCT,2021/5/31,
Saint Vincent and the Grenadines,VCT,2021/6/1,
Saint Vincent and the Grenadines,VCT,2021/6/2,
Saint Vincent and the Grenadines,VCT,2021/6/3,
Saint Vincent and the Grenadines,VCT,2021/6/4,
Saint Vincent and the Grenadines,VCT,2021/6/5,
Saint Vincent and the Grenadines,VCT,2021/6/6,
Saint Vincent and the Grenadines,VCT,2021/6/7,
Saint Vincent and the Grenadines,VCT,2021/6/8,
Saint Vincent and the Grenadines,VCT,2021/6/9,
Saint Vincent and the Grenadines,VCT,2021/6/10,
Saint Vincent and the Grenadines,VCT,2021/6/11,
Saint Vincent and the Grenadines,VCT,2021/6/12,
Saint Vincent and the Grenadines,VCT,2021/6/13,
Saint Vincent and the Grenadines,VCT,2021/6/14,
Saint Vincent and the Grenadines,VCT,2021/6/15,
Saint Vincent and the Grenadines,VCT,2021/6/16,
Saint Vincent and the Grenadines,VCT,2021/6/17,
Saint Vincent and the Grenadines,VCT,2021/6/18,
Saint Vincent and the Grenadines,VCT,2021/6/19,
Saint Vincent and the Grenadines,VCT,2021/6/20,
Saint Vincent and the Grenadines,VCT,2021/6/21,
Saint Vincent and the Grenadines,VCT,2021/6/22,
Saint Vincent and the Grenadines,VCT,2021/6/23,
Saint Vincent and the Grenadines,VCT,2021/6/24,
Saint Vincent and the Grenadines,VCT,2021/6/25,
Saint Vincent and the Grenadines,VCT,2021/6/26,
Saint Vincent and the Grenadines,VCT,2021/6/27,
Saint Vincent and the Grenadines,VCT,2021/6/28,
Saint Vincent and the Grenadines,VCT,2021/6/29,
Saint Vincent and the Grenadines,VCT,2021/6/30,
Saint Vincent and the Grenadines,VCT,2021/7/1,
Saint Vincent and the Grenadines,VCT,2021/7/2,
Saint Vincent and the Grenadines,VCT,2021/7/3,
Saint Vincent and the Grenadines,VCT,2021/7/4,
Saint Vincent and the Grenadines,VCT,2021/7/5,
Saint Vincent and the Grenadines,VCT,2021/7/6,
Saint Vincent and the Grenadines,VCT,2021/7/7,
Saint Vincent and the Grenadines,VCT,2021/7/8,
Saint Vincent and the Grenadines,VCT,2021/7/9,
Saint Vincent and the Grenadines,VCT,2021/7/10,
Saint Vincent and the Grenadines,VCT,2021/7/11,
Saint Vincent and the Grenadines,VCT,2021/7/12,
Saint Vincent and the Grenadines,VCT,2021/7/13,
Saint Vincent and the Grenadines,VCT,2021/7/14,
Saint Vincent and the Grenadines,VCT,2021/7/15,
Saint Vincent and the Grenadines,VCT,2021/7/16,
Saint Vincent and the Grenadines,VCT,2021/7/17,
Saint Vincent and the Grenadines,VCT,2021/7/18,
Saint Vincent and the Grenadines,VCT,2021/7/19,
Saint Vincent and the Grenadines,VCT,2021/7/20,8.88
Saint Vincent and the Grenadines,VCT,2021/7/21,
Saint Vincent and the Grenadines,VCT,2021/7/22,
Saint Vincent and the Grenadines,VCT,2021/7/23,8.89
Saint Vincent and the Grenadines,VCT,2021/7/24,
Saint Vincent and the Grenadines,VCT,2021/7/25,
Saint Vincent and the Grenadines,VCT,2021/7/26,
Saint Vincent and the Grenadines,VCT,2021/7/27,
Saint Vincent and the Grenadines,VCT,2021/7/28,
Saint Vincent and the Grenadines,VCT,2021/7/29,
Saint Vincent and the Grenadines,VCT,2021/7/30,8.91
Saint Vincent and the Grenadines,VCT,2021/7/31,
Saint Vincent and the Grenadines,VCT,2021/8/1,
Saint Vincent and the Grenadines,VCT,2021/8/2,8.92
Saint Vincent and the Grenadines,VCT,2021/8/3,
Saint Vincent and the Grenadines,VCT,2021/8/4,8.99
Saint Vincent and the Grenadines,VCT,2021/8/5,
Saint Vincent and the Grenadines,VCT,2021/8/6,
Saint Vincent and the Grenadines,VCT,2021/8/7,8.99
Saint Vincent and the Grenadines,VCT,2021/8/8,
Saint Vincent and the Grenadines,VCT,2021/8/9,
Saint Vincent and the Grenadines,VCT,2021/8/10,9
Saint Vincent and the Grenadines,VCT,2021/8/11,
Saint Vincent and the Grenadines,VCT,2021/8/12,9.02
Saint Vincent and the Grenadines,VCT,2021/8/13,
Saint Vincent and the Grenadines,VCT,2021/8/14,
Saint Vincent and the Grenadines,VCT,2021/8/15,
Saint Vincent and the Grenadines,VCT,2021/8/16,
Saint Vincent and the Grenadines,VCT,2021/8/17,
Saint Vincent and the Grenadines,VCT,2021/8/18,
Saint Vincent and the Grenadines,VCT,2021/8/19,9.23
Saint Vincent and the Grenadines,VCT,2021/8/20,10.68
Saint Vincent and the Grenadines,VCT,2021/8/21,
Saint Vincent and the Grenadines,VCT,2021/8/22,
Saint Vincent and the Grenadines,VCT,2021/8/23,
Saint Vincent and the Grenadines,VCT,2021/8/24,
Saint Vincent and the Grenadines,VCT,2021/8/25,
Saint Vincent and the Grenadines,VCT,2021/8/26,
Saint Vincent and the Grenadines,VCT,2021/8/27,
Saint Vincent and the Grenadines,VCT,2021/8/28,
Saint Vincent and the Grenadines,VCT,2021/8/29,
Saint Vincent and the Grenadines,VCT,2021/8/30,
Saint Vincent and the Grenadines,VCT,2021/8/31,
Saint Vincent and the Grenadines,VCT,2021/9/1,
Saint Vincent and the Grenadines,VCT,2021/9/2,
Saint Vincent and the Grenadines,VCT,2021/9/3,
Saint Vincent and the Grenadines,VCT,2021/9/4,10.69
Saint Vincent and the Grenadines,VCT,2021/9/5,11.15
Saint Vincent and the Grenadines,VCT,2021/9/6,
Saint Vincent and the Grenadines,VCT,2021/9/7,
Saint Vincent and the Grenadines,VCT,2021/9/8,
Saint Vincent and the Grenadines,VCT,2021/9/9,
Saint Vincent and the Grenadines,VCT,2021/9/10,
Saint Vincent and the Grenadines,VCT,2021/9/11,
Saint Vincent and the Grenadines,VCT,2021/9/12,11.36
Saint Vincent and the Grenadines,VCT,2021/9/13,11.59
Saint Vincent and the Grenadines,VCT,2021/9/14,
Saint Vincent and the Grenadines,VCT,2021/9/15,
Saint Vincent and the Grenadines,VCT,2021/9/16,
Saint Vincent and the Grenadines,VCT,2021/9/17,
Saint Vincent and the Grenadines,VCT,2021/9/18,
Saint Vincent and the Grenadines,VCT,2021/9/19,
Saint Vincent and the Grenadines,VCT,2021/9/20,
Saint Vincent and the Grenadines,VCT,2021/9/21,
Saint Vincent and the Grenadines,VCT,2021/9/22,11.77
Saint Vincent and the Grenadines,VCT,2021/9/23,
Saint Vincent and the Grenadines,VCT,2021/9/24,
Saint Vincent and the Grenadines,VCT,2021/9/25,
Saint Vincent and the Grenadines,VCT,2021/9/26,
Saint Vincent and the Grenadines,VCT,2021/9/27,12.05
Saint Vincent and the Grenadines,VCT,2021/9/28,
Saint Vincent and the Grenadines,VCT,2021/9/29,12.1
Saint Vincent and the Grenadines,VCT,2021/9/30,12.12
Saint Vincent and the Grenadines,VCT,2021/10/1,
Saint Vincent and the Grenadines,VCT,2021/10/2,12.18
Saint Vincent and the Grenadines,VCT,2021/10/3,
Saint Vincent and the Grenadines,VCT,2021/10/4,
Saint Vincent and the Grenadines,VCT,2021/10/5,
Saint Vincent and the Grenadines,VCT,2021/10/6,12.39
Saint Vincent and the Grenadines,VCT,2021/10/7,
Saint Vincent and the Grenadines,VCT,2021/10/8,
Saint Vincent and the Grenadines,VCT,2021/10/9,
Saint Vincent and the Grenadines,VCT,2021/10/10,
Saint Vincent and the Grenadines,VCT,2021/10/11,
Saint Vincent and the Grenadines,VCT,2021/10/12,
Saint Vincent and the Grenadines,VCT,2021/10/13,
Saint Vincent and the Grenadines,VCT,2021/10/14,13.09
Saint Vincent and the Grenadines,VCT,2021/10/15,
Saint Vincent and the Grenadines,VCT,2021/10/16,
Saint Vincent and the Grenadines,VCT,2021/10/17,13.39
Saint Vincent and the Grenadines,VCT,2021/10/18,
Saint Vincent and the Grenadines,VCT,2021/10/19,
Saint Vincent and the Grenadines,VCT,2021/10/20,
Saint Vincent and the Grenadines,VCT,2021/10/21,
Saint Vincent and the Grenadines,VCT,2021/10/22,13.44
Saint Vincent and the Grenadines,VCT,2021/10/23,14
Saint Vincent and the Grenadines,VCT,2021/10/24,
Saint Vincent and the Grenadines,VCT,2021/10/25,14.28
Saint Vincent and the Grenadines,VCT,2021/10/26,15.31
Saint Vincent and the Grenadines,VCT,2021/10/27,15.96
Saint Vincent and the Grenadines,VCT,2021/10/28,
Saint Vincent and the Grenadines,VCT,2021/10/29,
Saint Vincent and the Grenadines,VCT,2021/10/30,
Saint Vincent and the Grenadines,VCT,2021/10/31,
Saint Vincent and the Grenadines,VCT,2021/11/1,
Saint Vincent and the Grenadines,VCT,2021/11/2,16.63
Saint Vincent and the Grenadines,VCT,2021/11/3,
Saint Vincent and the Grenadines,VCT,2021/11/4,
Saint Vincent and the Grenadines,VCT,2021/11/5,
Saint Vincent and the Grenadines,VCT,2021/11/6,
Saint Vincent and the Grenadines,VCT,2021/11/7,
Saint Vincent and the Grenadines,VCT,2021/11/8,17.49
Saint Vincent and the Grenadines,VCT,2021/11/9,17.94
Saint Vincent and the Grenadines,VCT,2021/11/10,
Saint Vincent and the Grenadines,VCT,2021/11/11,18.24
Saint Vincent and the Grenadines,VCT,2021/11/12,18.24
Saint Vincent and the Grenadines,VCT,2021/11/13,
Saint Vincent and the Grenadines,VCT,2021/11/14,
Saint Vincent and the Grenadines,VCT,2021/11/15,18.76
Saint Vincent and the Grenadines,VCT,2021/11/16,
Saint Vincent and the Grenadines,VCT,2021/11/17,19.32
Saint Vincent and the Grenadines,VCT,2021/11/18,
Saint Vincent and the Grenadines,VCT,2021/11/19,
Saint Vincent and the Grenadines,VCT,2021/11/20,
Saint Vincent and the Grenadines,VCT,2021/11/21,
Saint Vincent and the Grenadines,VCT,2021/11/22,19.76
Saint Vincent and the Grenadines,VCT,2021/11/23,
Saint Vincent and the Grenadines,VCT,2021/11/24,19.78
Saint Vincent and the Grenadines,VCT,2021/11/25,20.12
Saint Vincent and the Grenadines,VCT,2021/11/26,20.13
Saint Vincent and the Grenadines,VCT,2021/11/27,
Saint Vincent and the Grenadines,VCT,2021/11/28,20.34
Saint Vincent and the Grenadines,VCT,2021/11/29,
Saint Vincent and the Grenadines,VCT,2021/11/30,
Saint Vincent and the Grenadines,VCT,2021/12/1,20.51
Saint Vincent and the Grenadines,VCT,2021/12/2,20.84
Saint Vincent and the Grenadines,VCT,2021/12/3,
